0.000000 0.000000 2.430000	0 0 0	0 1 0	1.3
0.024000 0.003300 2.426700	0 0 0	0 1 0	1.3
0.048000 0.006600 2.423400	0 0 0	0 1 0	1.3
0.072000 0.009900 2.420100	0 0 0	0 1 0	1.3
0.096000 0.013200 2.416800	0 0 0	0 1 0	1.3
0.120000 0.016500 2.413500	0 0 0	0 1 0	1.3
0.144000 0.019800 2.410200	0 0 0	0 1 0	1.3
0.168000 0.023100 2.406900	0 0 0	0 1 0	1.3
0.192000 0.026400 2.403600	0 0 0	0 1 0	1.3
0.216000 0.029700 2.400300	0 0 0	0 1 0	1.3
0.240000 0.033000 2.397000	0 0 0	0 1 0	1.3
0.264000 0.036300 2.393700	0 0 0	0 1 0	1.3
0.288000 0.039600 2.390400	0 0 0	0 1 0	1.3
0.312000 0.042900 2.387100	0 0 0	0 1 0	1.3
0.336000 0.046200 2.383800	0 0 0	0 1 0	1.3
0.360000 0.049500 2.380500	0 0 0	0 1 0	1.3
0.384000 0.052800 2.377200	0 0 0	0 1 0	1.3
0.408000 0.056100 2.373900	0 0 0	0 1 0	1.3
0.432000 0.059400 2.370600	0 0 0	0 1 0	1.3
0.456000 0.062700 2.367300	0 0 0	0 1 0	1.3
0.480000 0.066000 2.364000	0 0 0	0 1 0	1.3
0.504000 0.069300 2.360700	0 0 0	0 1 0	1.3
0.528000 0.072600 2.357400	0 0 0	0 1 0	1.3
0.552000 0.075900 2.354100	0 0 0	0 1 0	1.3
0.576000 0.079200 2.350800	0 0 0	0 1 0	1.3
0.600000 0.082500 2.347500	0 0 0	0 1 0	1.3
0.624000 0.085800 2.344200	0 0 0	0 1 0	1.3
0.648000 0.089100 2.340900	0 0 0	0 1 0	1.3
0.672000 0.092400 2.337600	0 0 0	0 1 0	1.3
0.696000 0.095700 2.334300	0 0 0	0 1 0	1.3
0.720000 0.099000 2.331000	0 0 0	0 1 0	1.3
0.744000 0.102300 2.327700	0 0 0	0 1 0	1.3
